Transaction_ID,Application_ID,Transaction_Date,Account_Type,Transaction_Type,Description,Amount,Debit_Credit,Category,Counterparty_Type,Balance,GST_Related,EMI_Related,Salary_or_Business_Income,Recurring,Anomaly_Flag,Round_Trip_Flag,Bounce_Flag
TXN000414,APP00016,2024-02-01,Current,NEFT,Transfer,43068,Credit,EMI,Vendor,893314,No,Yes,No,Yes,No,No,No
TXN000415,APP00030,2024-02-01,Current,NEFT,Transfer,45891,Credit,GST,Vendor,939205,Yes,No,No,No,No,No,No
TXN000416,APP00030,2024-02-01,Current,NEFT,Transfer,29809,Credit,EMI,Vendor,969014,No,Yes,No,No,No,No,No
TXN000417,APP00046,2024-02-01,Current,NEFT,Transfer,40758,Debit,GST,Vendor,928256,Yes,No,No,No,No,No,No
TXN000418,APP00049,2024-02-01,Current,NEFT,Transfer,23634,Credit,Vendor Payment,Vendor,951890,No,No,No,No,No,No,No
TXN000419,APP00016,2024-02-01,Current,NEFT,Transfer,37808,Debit,GST,Vendor,914082,Yes,No,No,No,No,No,No
TXN000420,APP00010,2024-02-01,Current,NEFT,Transfer,18529,Credit,Vendor Payment,Vendor,932611,No,No,No,No,No,No,No
TXN000421,APP00040,2024-02-01,Current,NEFT,Transfer,20019,Credit,Utilities,Vendor,952630,No,No,No,No,No,No,No
TXN000422,APP00047,2024-02-01,Current,NEFT,Transfer,11466,Credit,Salary,Vendor,964096,No,No,Yes,No,No,No,No
TXN000423,APP00030,2024-02-01,Current,NEFT,Transfer,11442,Credit,Salary,Vendor,975538,No,No,Yes,No,No,No,No
TXN000424,APP00006,2024-02-01,Current,NEFT,Transfer,21220,Credit,Business Revenue,Vendor,996758,No,No,Yes,Yes,No,No,No
TXN000425,APP00014,2024-02-01,Current,NEFT,Transfer,34124,Credit,Vendor Payment,Vendor,1030882,No,No,No,No,No,No,No
TXN000426,APP00032,2024-02-01,Current,NEFT,Transfer,4188,Debit,GST,Vendor,1026694,Yes,No,No,No,No,No,No
TXN000427,APP00035,2024-02-01,Current,NEFT,Transfer,43877,Credit,GST,Vendor,1070571,Yes,No,No,No,No,No,No
TXN000428,APP00017,2024-02-01,Current,NEFT,Transfer,8044,Credit,Vendor Payment,Vendor,1078615,No,No,No,No,No,No,No
TXN000429,APP00026,2024-02-01,Current,NEFT,Transfer,27427,Credit,Business Revenue,Vendor,1106042,No,No,Yes,No,No,No,No
TXN000430,APP00036,2024-02-01,Current,NEFT,Transfer,37819,Debit,GST,Vendor,1068223,Yes,No,No,No,No,No,No
TXN000431,APP00036,2024-02-01,Current,NEFT,Transfer,26319,Credit,Utilities,Vendor,1094542,No,No,No,No,No,No,No
TXN000432,APP00007,2024-02-01,Current,NEFT,Transfer,41844,Debit,Vendor Payment,Vendor,1052698,No,No,No,No,No,No,No
TXN000433,APP00010,2024-02-01,Current,NEFT,Transfer,23222,Credit,Utilities,Vendor,1075920,No,No,No,No,No,No,No
TXN000434,APP00003,2024-02-01,Current,NEFT,Transfer,34365,Credit,Salary,Vendor,1110285,No,No,Yes,No,No,No,No
TXN000435,APP00031,2024-02-01,Current,NEFT,Transfer,9980,Credit,Utilities,Vendor,1120265,No,No,No,No,No,No,No
TXN000436,APP00040,2024-02-01,Current,NEFT,Transfer,10760,Debit,GST,Vendor,1109505,Yes,No,No,No,No,No,No
TXN000437,APP00022,2024-02-01,Current,NEFT,Transfer,26752,Credit,Salary,Vendor,1136257,No,No,Yes,No,No,No,No
TXN000438,APP00037,2024-02-01,Current,NEFT,Transfer,34404,Credit,Rent,Vendor,1170661,No,No,No,No,No,No,No
TXN000439,APP00044,2024-02-01,Current,NEFT,Transfer,2090,Credit,GST,Vendor,1172751,Yes,No,No,No,No,No,No
TXN000440,APP00047,2024-02-01,Current,NEFT,Transfer,28298,Credit,Utilities,Vendor,1201049,No,No,No,Yes,No,No,No
TXN000441,APP00031,2024-02-01,Current,NEFT,Transfer,42239,Debit,Salary,Vendor,1158810,No,No,Yes,No,No,No,No
TXN000442,APP00004,2024-02-01,Current,NEFT,Transfer,43964,Debit,Rent,Vendor,1114846,No,No,No,No,No,No,No
TXN000443,APP00044,2024-02-01,Current,NEFT,Transfer,12174,Credit,Vendor Payment,Vendor,1127020,No,No,No,No,No,No,No
TXN000444,APP00002,2024-02-01,Current,NEFT,Transfer,38523,Debit,Vendor Payment,Vendor,1088497,No,No,No,No,No,No,No
TXN000445,APP00045,2024-02-01,Current,NEFT,Transfer,28445,Debit,EMI,Vendor,1060052,No,Yes,No,No,No,No,No
TXN000446,APP00048,2024-02-01,Current,NEFT,Transfer,33887,Credit,Utilities,Vendor,1093939,No,No,No,No,No,No,No
TXN000447,APP00014,2024-02-01,Current,NEFT,Transfer,47253,Debit,Salary,Vendor,1046686,No,No,Yes,No,Yes,No,No
TXN000448,APP00012,2024-02-01,Current,NEFT,Transfer,32350,Credit,GST,Vendor,1079036,Yes,No,No,No,No,No,No
TXN000449,APP00023,2024-02-01,Current,NEFT,Transfer,35939,Credit,Salary,Vendor,1114975,No,No,Yes,No,No,No,No
TXN000450,APP00031,2024-02-01,Current,NEFT,Transfer,48246,Credit,Salary,Vendor,1163221,No,No,Yes,No,No,No,No
TXN000451,APP00020,2024-02-01,Current,NEFT,Transfer,37574,Credit,Vendor Payment,Vendor,1200795,No,No,No,No,No,No,No
TXN000452,APP00046,2024-02-01,Current,NEFT,Transfer,47196,Debit,Rent,Vendor,1153599,No,No,No,No,No,No,No
TXN000453,APP00008,2024-02-01,Current,NEFT,Transfer,37732,Credit,GST,Vendor,1191331,Yes,No,No,No,No,No,No
TXN000454,APP00023,2024-02-01,Current,NEFT,Transfer,36598,Credit,EMI,Vendor,1227929,No,Yes,No,Yes,No,No,No
TXN000455,APP00019,2024-02-01,Current,NEFT,Transfer,10599,Credit,Business Revenue,Vendor,1238528,No,No,Yes,Yes,No,No,No
TXN000456,APP00042,2024-02-01,Current,NEFT,Transfer,6179,Credit,EMI,Vendor,1244707,No,Yes,No,No,No,No,No
TXN000457,APP00035,2024-02-01,Current,NEFT,Transfer,32396,Debit,Vendor Payment,Vendor,1212311,No,No,No,No,No,No,No
TXN000458,APP00007,2024-02-01,Current,NEFT,Transfer,37832,Credit,Vendor Payment,Vendor,1250143,No,No,No,No,No,No,No
TXN000459,APP00004,2024-02-01,Current,NEFT,Transfer,39458,Debit,Vendor Payment,Vendor,1210685,No,No,No,No,No,No,No
TXN000460,APP00015,2024-02-01,Current,NEFT,Transfer,35802,Debit,Rent,Vendor,1174883,No,No,No,No,No,No,No
TXN000461,APP00031,2024-02-01,Current,NEFT,Transfer,28086,Credit,Rent,Vendor,1202969,No,No,No,No,No,No,No
TXN000462,APP00011,2024-02-01,Current,NEFT,Transfer,10009,Debit,Salary,Vendor,1192960,No,No,Yes,No,No,No,No
TXN000463,APP00013,2024-02-01,Current,NEFT,Transfer,32175,Credit,Rent,Vendor,1225135,No,No,No,No,No,No,No
TXN000464,APP00042,2024-02-01,Current,NEFT,Transfer,19824,Credit,GST,Vendor,1244959,Yes,No,No,No,No,No,No
TXN000465,APP00048,2024-02-01,Current,NEFT,Transfer,6862,Debit,Salary,Vendor,1238097,No,No,Yes,No,No,No,No
TXN000466,APP00012,2024-02-01,Current,NEFT,Transfer,3444,Debit,EMI,Vendor,1234653,No,Yes,No,Yes,No,No,No
TXN000467,APP00032,2024-02-01,Current,NEFT,Transfer,3381,Credit,Utilities,Vendor,1238034,No,No,No,No,No,No,No
TXN000468,APP00020,2024-02-01,Current,NEFT,Transfer,19970,Debit,Business Revenue,Vendor,1218064,No,No,Yes,No,No,No,No
TXN000469,APP00030,2024-02-01,Current,NEFT,Transfer,8032,Credit,GST,Vendor,1226096,Yes,No,No,Yes,No,No,No
TXN000470,APP00033,2024-02-01,Current,NEFT,Transfer,36605,Credit,Vendor Payment,Vendor,1262701,No,No,No,No,No,No,No
TXN000471,APP00011,2024-02-01,Current,NEFT,Transfer,13636,Debit,GST,Vendor,1249065,Yes,No,No,No,No,No,No
TXN000472,APP00012,2024-02-01,Current,NEFT,Transfer,43486,Credit,Rent,Vendor,1292551,No,No,No,No,No,No,No
TXN000473,APP00044,2024-02-01,Current,NEFT,Transfer,23092,Credit,Salary,Vendor,1315643,No,No,Yes,No,No,No,No
TXN000474,APP00028,2024-02-01,Current,NEFT,Transfer,12501,Credit,Utilities,Vendor,1328144,No,No,No,No,No,No,No
TXN000475,APP00007,2024-02-01,Current,NEFT,Transfer,6684,Credit,Rent,Vendor,1334828,No,No,No,No,No,No,No
TXN000476,APP00016,2024-02-01,Current,NEFT,Transfer,10215,Credit,GST,Vendor,1345043,Yes,No,No,No,No,No,No
TXN000477,APP00049,2024-02-01,Current,NEFT,Transfer,26137,Debit,EMI,Vendor,1318906,No,Yes,No,No,No,No,No
TXN000478,APP00047,2024-02-01,Current,NEFT,Transfer,22602,Credit,Salary,Vendor,1341508,No,No,Yes,No,No,No,No
TXN000479,APP00016,2024-02-01,Current,NEFT,Transfer,18141,Credit,Rent,Vendor,1359649,No,No,No,No,No,No,No
TXN000480,APP00011,2024-02-01,Current,NEFT,Transfer,8747,Credit,GST,Vendor,1368396,Yes,No,No,No,No,No,No
TXN000481,APP00008,2024-02-01,Current,NEFT,Transfer,33933,Credit,Rent,Vendor,1402329,No,No,No,No,No,No,No
TXN000482,APP00015,2024-02-01,Current,NEFT,Transfer,20335,Credit,Salary,Vendor,1422664,No,No,Yes,No,No,No,No
TXN000483,APP00030,2024-02-01,Current,NEFT,Transfer,9753,Credit,Vendor Payment,Vendor,1432417,No,No,No,No,No,No,No
TXN000484,APP00045,2024-02-01,Current,NEFT,Transfer,40697,Credit,EMI,Vendor,1473114,No,Yes,No,No,No,No,No
TXN000485,APP00016,2024-02-01,Current,NEFT,Transfer,31856,Debit,Utilities,Vendor,1441258,No,No,No,No,No,No,No
TXN000486,APP00029,2024-02-01,Current,NEFT,Transfer,40047,Debit,Salary,Vendor,1401211,No,No,Yes,No,No,No,No
TXN000487,APP00008,2024-02-01,Current,NEFT,Transfer,24709,Debit,Salary,Vendor,1376502,No,No,Yes,No,No,No,No
TXN000488,APP00035,2024-02-01,Current,NEFT,Transfer,36890,Debit,Salary,Vendor,1339612,No,No,Yes,No,No,No,No
TXN000489,APP00044,2024-02-01,Current,NEFT,Transfer,22503,Credit,Business Revenue,Vendor,1362115,No,No,Yes,No,No,No,No
TXN000490,APP00033,2024-02-01,Current,NEFT,Transfer,39217,Credit,Business Revenue,Vendor,1401332,No,No,Yes,No,No,No,No
TXN000491,APP00033,2024-02-01,Current,NEFT,Transfer,4646,Credit,Vendor Payment,Vendor,1405978,No,No,No,No,No,No,No
TXN000492,APP00030,2024-02-01,Current,NEFT,Transfer,37956,Debit,Salary,Vendor,1368022,No,No,Yes,No,No,No,No
TXN000493,APP00017,2024-02-01,Current,NEFT,Transfer,21196,Debit,EMI,Vendor,1346826,No,Yes,No,Yes,No,No,No
TXN000494,APP00005,2024-02-01,Current,NEFT,Transfer,49877,Debit,Salary,Vendor,1296949,No,No,Yes,No,No,No,No
TXN000495,APP00031,2024-02-01,Current,NEFT,Transfer,5178,Debit,Business Revenue,Vendor,1291771,No,No,Yes,No,No,No,No
TXN000496,APP00009,2024-02-01,Current,NEFT,Transfer,27795,Debit,Utilities,Vendor,1263976,No,No,No,No,No,No,No
TXN000497,APP00025,2024-02-01,Current,NEFT,Transfer,48794,Credit,GST,Vendor,1312770,Yes,No,No,No,Yes,No,No
TXN000498,APP00044,2024-02-01,Current,NEFT,Transfer,25739,Credit,Business Revenue,Vendor,1338509,No,No,Yes,Yes,No,No,No
TXN000499,APP00023,2024-02-01,Current,NEFT,Transfer,36343,Debit,Rent,Vendor,1302166,No,No,No,No,No,No,No
TXN000500,APP00009,2024-02-01,Current,NEFT,Transfer,36209,Credit,Salary,Vendor,1338375,No,No,Yes,No,No,No,No
TXN000501,APP00002,2024-02-01,Current,NEFT,Transfer,15594,Debit,Utilities,Vendor,1322781,No,No,No,Yes,No,No,No
TXN000502,APP00025,2024-02-01,Current,NEFT,Transfer,31343,Credit,Salary,Vendor,1354124,No,No,Yes,Yes,No,No,No
TXN000503,APP00010,2024-02-01,Current,NEFT,Transfer,17220,Credit,GST,Vendor,1371344,Yes,No,No,No,No,No,No
TXN000504,APP00043,2024-02-01,Current,NEFT,Transfer,48515,Debit,Business Revenue,Vendor,1322829,No,No,Yes,No,No,No,No
TXN000505,APP00005,2024-02-01,Current,NEFT,Transfer,2025,Debit,Vendor Payment,Vendor,1320804,No,No,No,No,No,No,No
TXN000506,APP00044,2024-02-01,Current,NEFT,Transfer,3200,Credit,Salary,Vendor,1324004,No,No,Yes,No,No,No,No
TXN000507,APP00003,2024-02-01,Current,NEFT,Transfer,4190,Debit,Rent,Vendor,1319814,No,No,No,No,No,No,No
TXN000508,APP00050,2024-02-01,Current,NEFT,Transfer,16357,Debit,Utilities,Vendor,1303457,No,No,No,No,No,No,No
TXN000509,APP00047,2024-02-01,Current,NEFT,Transfer,34023,Credit,Vendor Payment,Vendor,1337480,No,No,No,No,No,No,No
TXN000510,APP00020,2024-02-01,Current,NEFT,Transfer,38845,Credit,Vendor Payment,Vendor,1376325,No,No,No,Yes,No,No,No
TXN000511,APP00020,2024-02-01,Current,NEFT,Transfer,44267,Debit,EMI,Vendor,1332058,No,Yes,No,No,No,No,No
TXN000512,APP00044,2024-02-01,Current,NEFT,Transfer,37485,Debit,Rent,Vendor,1294573,No,No,No,No,No,No,No
TXN000513,APP00042,2024-02-01,Current,NEFT,Transfer,33481,Debit,GST,Vendor,1261092,Yes,No,No,No,No,No,No
TXN000514,APP00027,2024-02-01,Current,NEFT,Transfer,35371,Credit,Rent,Vendor,1296463,No,No,No,No,No,No,No
TXN000515,APP00049,2024-02-01,Current,NEFT,Transfer,20653,Credit,Vendor Payment,Vendor,1317116,No,No,No,No,No,No,No
TXN000516,APP00046,2024-02-01,Current,NEFT,Transfer,16792,Debit,GST,Vendor,1300324,Yes,No,No,No,No,No,No
TXN000517,APP00027,2024-02-01,Current,NEFT,Transfer,31344,Debit,Salary,Vendor,1268980,No,No,Yes,Yes,No,No,No
TXN000518,APP00016,2024-02-01,Current,NEFT,Transfer,37522,Debit,EMI,Vendor,1231458,No,Yes,No,No,No,No,No
TXN000519,APP00024,2024-02-01,Current,NEFT,Transfer,22644,Debit,EMI,Vendor,1208814,No,Yes,No,No,No,No,No
TXN000520,APP00018,2024-02-01,Current,NEFT,Transfer,48486,Debit,Business Revenue,Vendor,1160328,No,No,Yes,No,No,No,No
TXN000521,APP00049,2024-02-01,Current,NEFT,Transfer,3591,Debit,Vendor Payment,Vendor,1156737,No,No,No,No,No,No,No
TXN000522,APP00014,2024-02-01,Current,NEFT,Transfer,45004,Debit,EMI,Vendor,1111733,No,Yes,No,Yes,No,No,No
TXN000523,APP00048,2024-02-01,Current,NEFT,Transfer,2004,Debit,Vendor Payment,Vendor,1109729,No,No,No,No,No,No,No
TXN000524,APP00039,2024-02-01,Current,NEFT,Transfer,32386,Debit,Rent,Vendor,1077343,No,No,No,No,No,No,No
TXN000525,APP00021,2024-02-01,Current,NEFT,Transfer,26993,Debit,Salary,Vendor,1050350,No,No,Yes,No,No,No,No
TXN000526,APP00042,2024-02-01,Current,NEFT,Transfer,25947,Credit,Salary,Vendor,1076297,No,No,Yes,No,No,No,No
TXN000527,APP00032,2024-02-01,Current,NEFT,Transfer,18141,Credit,Salary,Vendor,1094438,No,No,Yes,No,No,No,No
TXN000528,APP00021,2024-02-01,Current,NEFT,Transfer,48344,Credit,Utilities,Vendor,1142782,No,No,No,Yes,No,No,No
TXN000529,APP00015,2024-02-01,Current,NEFT,Transfer,28127,Debit,Salary,Vendor,1114655,No,No,Yes,No,No,No,No
TXN000530,APP00038,2024-02-01,Current,NEFT,Transfer,2062,Credit,Salary,Vendor,1116717,No,No,Yes,No,No,No,No
TXN000531,APP00013,2024-02-01,Current,NEFT,Transfer,28366,Credit,Vendor Payment,Vendor,1145083,No,No,No,No,No,No,No
TXN000532,APP00036,2024-02-01,Current,NEFT,Transfer,25893,Debit,EMI,Vendor,1119190,No,Yes,No,No,No,No,No
TXN000533,APP00049,2024-02-01,Current,NEFT,Transfer,45882,Credit,GST,Vendor,1165072,Yes,No,No,Yes,Yes,No,No
TXN000534,APP00011,2024-02-01,Current,NEFT,Transfer,43054,Credit,EMI,Vendor,1208126,No,Yes,No,No,No,No,No
TXN000535,APP00047,2024-02-01,Current,NEFT,Transfer,24080,Debit,Vendor Payment,Vendor,1184046,No,No,No,No,No,No,No
TXN000536,APP00003,2024-02-01,Current,NEFT,Transfer,13061,Debit,Salary,Vendor,1170985,No,No,Yes,Yes,No,No,No
TXN000537,APP00001,2024-02-01,Current,NEFT,Transfer,5871,Debit,Utilities,Vendor,1165114,No,No,No,No,No,No,No
TXN000538,APP00046,2024-02-01,Current,NEFT,Transfer,42333,Debit,Business Revenue,Vendor,1122781,No,No,Yes,No,No,No,No
TXN000539,APP00004,2024-02-01,Current,NEFT,Transfer,15334,Credit,GST,Vendor,1138115,Yes,No,No,No,No,No,No
TXN000540,APP00032,2024-02-01,Current,NEFT,Transfer,44696,Credit,Rent,Vendor,1182811,No,No,No,No,No,No,No
TXN000541,APP00002,2024-02-01,Current,NEFT,Transfer,35879,Credit,Business Revenue,Vendor,1218690,No,No,Yes,No,No,No,No
TXN000542,APP00033,2024-02-01,Current,NEFT,Transfer,19005,Credit,Business Revenue,Vendor,1237695,No,No,Yes,Yes,No,No,No
TXN000543,APP00012,2024-02-01,Current,NEFT,Transfer,45173,Credit,Utilities,Vendor,1282868,No,No,No,No,No,No,No
TXN000544,APP00040,2024-02-01,Current,NEFT,Transfer,10758,Debit,Vendor Payment,Vendor,1272110,No,No,No,No,No,No,No
TXN000545,APP00026,2024-02-01,Current,NEFT,Transfer,24228,Credit,Utilities,Vendor,1296338,No,No,No,No,No,No,No
TXN000546,APP00016,2024-02-01,Current,NEFT,Transfer,27609,Credit,Salary,Vendor,1323947,No,No,Yes,Yes,No,No,No
TXN000547,APP00006,2024-02-01,Current,NEFT,Transfer,15801,Credit,Rent,Vendor,1339748,No,No,No,No,No,No,No
TXN000548,APP00026,2024-02-01,Current,NEFT,Transfer,43591,Debit,Business Revenue,Vendor,1296157,No,No,Yes,No,No,No,No
TXN000549,APP00041,2024-02-01,Current,NEFT,Transfer,37221,Credit,Business Revenue,Vendor,1333378,No,No,Yes,No,No,No,No
TXN000550,APP00028,2024-02-01,Current,NEFT,Transfer,12231,Debit,EMI,Vendor,1321147,No,Yes,No,No,No,No,No
TXN000551,APP00003,2024-02-01,Current,NEFT,Transfer,22710,Debit,Salary,Vendor,1298437,No,No,Yes,No,No,No,No
TXN000552,APP00003,2024-02-01,Current,NEFT,Transfer,46369,Credit,GST,Vendor,1344806,Yes,No,No,Yes,No,No,No
TXN000553,APP00021,2024-02-01,Current,NEFT,Transfer,19374,Debit,Vendor Payment,Vendor,1325432,No,No,No,No,No,No,No
TXN000554,APP00046,2024-02-01,Current,NEFT,Transfer,14576,Debit,Utilities,Vendor,1310856,No,No,No,Yes,No,No,No
TXN000555,APP00037,2024-02-01,Current,NEFT,Transfer,6042,Credit,Vendor Payment,Vendor,1316898,No,No,No,No,No,No,No
TXN000556,APP00049,2024-02-01,Current,NEFT,Transfer,26503,Credit,EMI,Vendor,1343401,No,Yes,No,No,No,No,No
TXN000557,APP00048,2024-02-01,Current,NEFT,Transfer,46174,Debit,Salary,Vendor,1297227,No,No,Yes,Yes,No,No,No
TXN000558,APP00005,2024-02-01,Current,NEFT,Transfer,29645,Debit,Utilities,Vendor,1267582,No,No,No,No,No,No,No
TXN000559,APP00021,2024-02-01,Current,NEFT,Transfer,41230,Credit,Utilities,Vendor,1308812,No,No,No,No,No,No,No
TXN000560,APP00015,2024-02-01,Current,NEFT,Transfer,18912,Credit,EMI,Vendor,1327724,No,Yes,No,No,No,No,No
TXN000561,APP00044,2024-02-01,Current,NEFT,Transfer,25603,Credit,Vendor Payment,Vendor,1353327,No,No,No,No,No,No,No
TXN000562,APP00040,2024-02-01,Current,NEFT,Transfer,25908,Debit,Utilities,Vendor,1327419,No,No,No,No,No,No,No
TXN000563,APP00018,2024-02-01,Current,NEFT,Transfer,17151,Debit,Business Revenue,Vendor,1310268,No,No,Yes,No,No,No,No
TXN000564,APP00025,2024-02-01,Current,NEFT,Transfer,47640,Debit,Rent,Vendor,1262628,No,No,No,No,No,No,No
TXN000565,APP00024,2024-02-01,Current,NEFT,Transfer,1340,Credit,EMI,Vendor,1263968,No,Yes,No,No,No,No,No
TXN000566,APP00012,2024-02-01,Current,NEFT,Transfer,7699,Debit,Business Revenue,Vendor,1256269,No,No,Yes,No,No,No,No
TXN000567,APP00002,2024-02-01,Current,NEFT,Transfer,37502,Credit,Business Revenue,Vendor,1293771,No,No,Yes,No,No,No,No
TXN000568,APP00039,2024-02-01,Current,NEFT,Transfer,37321,Debit,Salary,Vendor,1256450,No,No,Yes,No,No,No,No
TXN000569,APP00027,2024-02-01,Current,NEFT,Transfer,26246,Debit,GST,Vendor,1230204,Yes,No,No,No,No,No,No
TXN000570,APP00034,2024-02-01,Current,NEFT,Transfer,6550,Debit,Salary,Vendor,1223654,No,No,Yes,No,No,No,No
TXN000571,APP00018,2024-02-01,Current,NEFT,Transfer,25951,Debit,Vendor Payment,Vendor,1197703,No,No,No,No,No,No,No
TXN000572,APP00011,2024-02-01,Current,NEFT,Transfer,33317,Debit,Business Revenue,Vendor,1164386,No,No,Yes,No,No,No,No
TXN000573,APP00005,2024-02-01,Current,NEFT,Transfer,28597,Credit,EMI,Vendor,1192983,No,Yes,No,No,No,No,No
TXN000574,APP00040,2024-02-01,Current,NEFT,Transfer,17160,Credit,Salary,Vendor,1210143,No,No,Yes,No,No,No,No
TXN000575,APP00001,2024-02-01,Current,NEFT,Transfer,8010,Debit,GST,Vendor,1202133,Yes,No,No,Yes,No,No,No
TXN000576,APP00022,2024-02-01,Current,NEFT,Transfer,22772,Credit,Utilities,Vendor,1224905,No,No,No,No,No,No,No
TXN000577,APP00021,2024-02-01,Current,NEFT,Transfer,29220,Debit,GST,Vendor,1195685,Yes,No,No,No,No,No,No
TXN000578,APP00021,2024-02-01,Current,NEFT,Transfer,46566,Debit,EMI,Vendor,1149119,No,Yes,No,No,No,No,No
TXN000579,APP00045,2024-02-01,Current,NEFT,Transfer,21915,Credit,Rent,Vendor,1171034,No,No,No,No,No,No,No
TXN000580,APP00025,2024-02-01,Current,NEFT,Transfer,38740,Debit,GST,Vendor,1132294,Yes,No,No,No,No,No,No
TXN000581,APP00037,2024-02-01,Current,NEFT,Transfer,26751,Credit,Business Revenue,Vendor,1159045,No,No,Yes,No,No,No,No
TXN000582,APP00050,2024-02-01,Current,NEFT,Transfer,36758,Debit,Rent,Vendor,1122287,No,No,No,No,No,No,No
TXN000583,APP00014,2024-02-01,Current,NEFT,Transfer,48658,Credit,Rent,Vendor,1170945,No,No,No,No,No,No,No
TXN000584,APP00027,2024-02-01,Current,NEFT,Transfer,46405,Debit,Utilities,Vendor,1124540,No,No,No,No,No,No,No
TXN000585,APP00043,2024-02-01,Current,NEFT,Transfer,20846,Debit,GST,Vendor,1103694,Yes,No,No,No,No,No,No
TXN000586,APP00029,2024-02-01,Current,NEFT,Transfer,28730,Credit,Business Revenue,Vendor,1132424,No,No,Yes,Yes,No,No,No
TXN000587,APP00033,2024-02-01,Current,NEFT,Transfer,32407,Credit,Salary,Vendor,1164831,No,No,Yes,Yes,No,No,No
TXN000588,APP00003,2024-02-01,Current,NEFT,Transfer,46331,Credit,Salary,Vendor,1211162,No,No,Yes,No,No,No,No
TXN000589,APP00050,2024-02-01,Current,NEFT,Transfer,36186,Debit,Business Revenue,Vendor,1174976,No,No,Yes,No,No,No,No
TXN000590,APP00042,2024-02-01,Current,NEFT,Transfer,44561,Credit,Vendor Payment,Vendor,1219537,No,No,No,No,No,No,No
TXN000591,APP00022,2024-02-01,Current,NEFT,Transfer,37911,Credit,Utilities,Vendor,1257448,No,No,No,Yes,No,No,No
TXN000592,APP00007,2024-02-01,Current,NEFT,Transfer,29210,Debit,Business Revenue,Vendor,1228238,No,No,Yes,No,No,No,No
TXN000593,APP00024,2024-02-01,Current,NEFT,Transfer,34467,Debit,EMI,Vendor,1193771,No,Yes,No,No,No,No,No
TXN000594,APP00002,2024-02-01,Current,NEFT,Transfer,45535,Debit,GST,Vendor,1148236,Yes,No,No,No,No,No,No
TXN000595,APP00047,2024-02-01,Current,NEFT,Transfer,6626,Debit,Utilities,Vendor,1141610,No,No,No,No,No,No,No
TXN000596,APP00014,2024-02-01,Current,NEFT,Transfer,21440,Credit,EMI,Vendor,1163050,No,Yes,No,No,No,No,No
TXN000597,APP00029,2024-02-01,Current,NEFT,Transfer,23826,Credit,Business Revenue,Vendor,1186876,No,No,Yes,No,No,No,No
TXN000598,APP00020,2024-02-01,Current,NEFT,Transfer,30651,Credit,Business Revenue,Vendor,1217527,No,No,Yes,No,No,No,No
TXN000599,APP00022,2024-02-01,Current,NEFT,Transfer,47581,Debit,Business Revenue,Vendor,1169946,No,No,Yes,No,No,No,No
TXN000600,APP00012,2024-02-01,Current,NEFT,Transfer,11771,Debit,Salary,Vendor,1158175,No,No,Yes,No,No,No,No
TXN000601,APP00015,2024-02-01,Current,NEFT,Transfer,22691,Credit,EMI,Vendor,1180866,No,Yes,No,No,No,No,No
TXN000602,APP00041,2024-02-01,Current,NEFT,Transfer,42271,Debit,Vendor Payment,Vendor,1138595,No,No,No,No,No,No,No
TXN000603,APP00040,2024-02-01,Current,NEFT,Transfer,26924,Debit,Rent,Vendor,1111671,No,No,No,Yes,No,No,No
TXN000604,APP00001,2024-02-01,Current,NEFT,Transfer,30463,Credit,EMI,Vendor,1142134,No,Yes,No,No,No,No,No
TXN000605,APP00046,2024-02-01,Current,NEFT,Transfer,14486,Credit,Utilities,Vendor,1156620,No,No,No,Yes,No,No,No
TXN000606,APP00035,2024-02-01,Current,NEFT,Transfer,5100,Debit,Utilities,Vendor,1151520,No,No,No,No,No,No,No
TXN000607,APP00008,2024-02-01,Current,NEFT,Transfer,22363,Debit,EMI,Vendor,1129157,No,Yes,No,No,No,No,No
TXN000608,APP00025,2024-02-01,Current,NEFT,Transfer,33078,Credit,Salary,Vendor,1162235,No,No,Yes,No,No,No,No
TXN000609,APP00023,2024-02-01,Current,NEFT,Transfer,39469,Debit,GST,Vendor,1122766,Yes,No,No,Yes,No,No,No
TXN000610,APP00044,2024-02-01,Current,NEFT,Transfer,41459,Debit,Utilities,Vendor,1081307,No,No,No,No,No,No,No
TXN000611,APP00009,2024-02-01,Current,NEFT,Transfer,20493,Debit,Rent,Vendor,1060814,No,No,No,No,No,No,No
TXN000612,APP00012,2024-02-01,Current,NEFT,Transfer,16635,Credit,Business Revenue,Vendor,1077449,No,No,Yes,No,No,No,No
TXN000613,APP00039,2024-02-01,Current,NEFT,Transfer,10264,Credit,EMI,Vendor,1087713,No,Yes,No,No,No,No,No
TXN000614,APP00032,2024-02-01,Current,NEFT,Transfer,26146,Credit,Vendor Payment,Vendor,1113859,No,No,No,No,No,No,No
TXN000615,APP00011,2024-02-01,Current,NEFT,Transfer,46444,Debit,Salary,Vendor,1067415,No,No,Yes,No,No,No,No
TXN000616,APP00004,2024-02-01,Current,NEFT,Transfer,21616,Credit,Salary,Vendor,1089031,No,No,Yes,Yes,No,No,No
TXN000617,APP00013,2024-02-01,Current,NEFT,Transfer,1628,Credit,Vendor Payment,Vendor,1090659,No,No,No,Yes,No,No,No
TXN000618,APP00044,2024-02-01,Current,NEFT,Transfer,37803,Credit,EMI,Vendor,1128462,No,Yes,No,No,No,No,No
